,SNo,Date,Country,RegionCode,RegionName,Latitude,Longitude,HospitalizedPatients,IntensiveCarePatients,TotalHospitalizedPatients,HomeConfinement,CurrentPositiveCases,NewPositiveCases,Recovered,Deaths,TotalPositiveCases
5451,5451,2020-11-09T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,275,24,299,2675,2974,257,7698,471,11143
5452,5452,2020-11-09T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,4540,312,4852,51404,56256,2876,39721,4678,100655
5453,5453,2020-11-09T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,968,119,1087,16726,17813,730,7774,844,26431
5454,5454,2020-11-09T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,408,58,466,8127,8593,327,3727,268,12588
5455,5455,2020-11-09T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1303,187,1490,20449,21939,1023,9652,703,32294
5456,5456,2020-11-09T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1542,234,1776,42704,44480,2244,19116,1594,65190
5457,5457,2020-11-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,360,64,424,9572,9996,314,5060,197,15253
5458,5458,2020-11-09T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,159,15,174,2092,2266,201,1863,207,4336
5459,5459,2020-11-09T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1464,195,1659,51503,53162,2223,25735,2595,81492
5460,5460,2020-11-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,530,46,576,9852,10428,746,4832,628,15888
5461,5461,2020-11-10T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,138,18,156,2831,2987,224,826,66,3879
5462,5462,2020-11-10T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,283,19,302,5545,5847,409,2319,151,8317
5463,5463,2020-11-10T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2061,193,2254,71974,74228,2716,17665,862,92755
5464,5464,2020-11-10T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2020,215,2235,39545,41780,2430,29230,4845,75855
5465,5465,2020-11-10T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,336,47,383,7458,7841,482,7213,476,15530
5466,5466,2020-11-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2785,257,3042,52547,55589,2608,13521,1465,70575
5467,5467,2020-11-10T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1315,92,1407,11929,13336,1172,22828,1976,38140
5468,5468,2020-11-10T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6682,708,7390,128115,135505,10955,122410,18571,276486
5469,5469,2020-11-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,525,75,600,10289,10889,504,7599,1067,19555
5470,5470,2020-11-10T17:00:00,ITA,14,Molise,41.55774754,14.65916051,44,7,51,1641,1692,42,834,56,2582
5471,5471,2020-11-10T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,427,37,464,8199,8663,375,5071,350,14084
5472,5472,2020-11-10T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,290,28,318,2491,2809,243,8100,477,11386
5473,5473,2020-11-10T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,4715,325,5040,53795,58835,3659,40737,4742,104314
5474,5474,2020-11-10T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1029,131,1160,17726,18886,1245,7921,869,27676
5475,5475,2020-11-10T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,403,51,454,8506,8960,489,3838,279,13077
5476,5476,2020-11-10T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1348,195,1543,21289,22832,1201,9928,735,33495
5477,5477,2020-11-10T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1582,242,1824,44490,46314,2223,19451,1648,67413
5478,5478,2020-11-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,363,66,429,9711,10140,485,5392,206,15738
5479,5479,2020-11-10T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,161,15,176,2123,2299,127,1946,218,4463
5480,5480,2020-11-10T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1596,204,1800,48450,50250,2763,31362,2643,84255
5481,5481,2020-11-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,546,51,597,10353,10950,662,4956,644,16550
5482,5482,2020-11-11T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,133,19,152,2996,3148,168,830,69,4047
5483,5483,2020-11-11T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,286,18,304,5833,6137,376,2400,156,8693
5484,5484,2020-11-11T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2077,181,2258,74412,76670,3166,18355,896,95921
5485,5485,2020-11-11T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2072,222,2294,41597,43891,2428,29516,4876,78283
5486,5486,2020-11-11T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,346,46,392,7773,8165,572,7448,489,16102
5487,5487,2020-11-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2913,255,3168,54415,57583,2479,13968,1503,73054
5488,5488,2020-11-11T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1315,98,1413,12542,13955,1102,23278,2009,39242
5489,5489,2020-11-11T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6907,764,7671,134247,141918,8180,124025,18723,284666
5490,5490,2020-11-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,536,74,610,10904,11514,701,7665,1077,20256
5491,5491,2020-11-11T17:00:00,ITA,14,Molise,41.55774754,14.65916051,48,8,56,1700,1756,71,840,57,2653
5492,5492,2020-11-11T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,427,37,464,8421,8885,386,5226,359,14470
5493,5493,2020-11-11T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,307,31,338,2449,2787,253,8367,485,11639
5494,5494,2020-11-11T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,4790,340,5130,55224,60354,2953,42087,4826,107267
5495,5495,2020-11-11T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1131,142,1273,18826,20099,1332,8013,896,29008
5496,5496,2020-11-11T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,418,54,472,8709,9181,416,4019,293,13493
5497,5497,2020-11-11T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1376,202,1578,21986,23564,1487,10656,762,34982
5498,5498,2020-11-11T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1628,246,1874,46026,47900,2507,20319,1701,69920
5499,5499,2020-11-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,359,68,427,9907,10334,515,5701,218,16253
5500,5500,2020-11-11T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,160,17,177,2155,2332,125,2031,225,4588
5501,5501,2020-11-11T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1669,208,1877,50358,52235,3082,32413,2689,87337
5502,5502,2020-11-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,547,52,599,10817,11416,541,5029,646,17091
5503,5503,2020-11-12T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,134,19,153,3187,3340,202,837,72,4249
5504,5504,2020-11-12T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,298,21,319,6241,6560,426,2402,157,9119
5505,5505,2020-11-12T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1944,192,2136,77923,80059,4065,19000,927,99986
5506,5506,2020-11-12T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2094,228,2322,43702,46024,2402,29735,4925,80684
5507,5507,2020-11-12T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,346,47,393,8254,8647,838,7795,498,16940
5508,5508,2020-11-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2953,259,3212,56707,59919,2686,14269,1552,75740
5509,5509,2020-11-12T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1363,109,1472,13189,14661,1013,23554,2040,40255
5510,5510,2020-11-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7047,782,7829,134964,142793,9291,132254,18910,293957
5511,5511,2020-11-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,536,74,610,11602,12212,834,7795,1083,21090
5512,5512,2020-11-12T17:00:00,ITA,14,Molise,41.55774754,14.65916051,55,7,62,1762,1824,73,841,61,2726
5513,5513,2020-11-12T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,448,42,490,8745,9235,694,5564,365,15164
5514,5514,2020-11-12T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,338,30,368,2465,2833,253,8566,493,11892
5515,5515,2020-11-12T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,4833,348,5181,58017,63198,4787,43953,4903,112054
5516,5516,2020-11-12T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1193,145,1338,19917,21255,1434,8252,935,30442
5517,5517,2020-11-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,424,56,480,8891,9371,301,4125,298,13794
5518,5518,2020-11-12T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1391,205,1596,23318,24914,1692,10958,802,36674
5519,5519,2020-11-12T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1653,256,1909,47007,48916,1932,21198,1738,71852
5520,5520,2020-11-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,354,69,423,10361,10784,783,6026,226,17036
5521,5521,2020-11-12T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,159,16,175,2163,2338,167,2186,231,4755
5522,5522,2020-11-12T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1763,213,1976,52779,54755,3564,33419,2727,90901
5523,5523,2020-11-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,567,57,624,11284,11908,683,5205,661,17774
5524,5524,2020-11-13T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,141,23,164,3436,3600,307,883,73,4556
5525,5525,2020-11-13T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,338,27,365,6312,6677,297,2575,164,9416
5526,5526,2020-11-13T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2153,183,2336,80884,83220,4079,19878,967,104065
5527,5527,2020-11-13T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2164,225,2389,45767,48156,2384,29947,4965,83068
5528,5528,2020-11-13T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,366,47,413,8738,9151,831,8114,506,17771
5529,5529,2020-11-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3018,260,3278,59121,62399,2925,14680,1586,78665
5530,5530,2020-11-13T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1372,110,1482,13403,14885,1209,24521,2058,41464
5531,5531,2020-11-13T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7319,801,8120,143149,151269,10634,134294,19028,304591
5532,5532,2020-11-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,559,74,633,12201,12834,740,7902,1094,21830
5533,5533,2020-11-13T17:00:00,ITA,14,Molise,41.55774754,14.65916051,55,7,62,1817,1879,63,848,62,2789
5534,5534,2020-11-13T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,453,41,494,9220,9714,820,5896,374,15984
5535,5535,2020-11-13T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,353,30,383,2537,2920,202,8669,505,12094
5536,5536,2020-11-13T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,4890,353,5243,61411,66654,5258,45694,4964,117312
5537,5537,2020-11-13T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1249,158,1407,21104,22511,1350,8324,957,31792
5538,5538,2020-11-13T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,472,57,529,9164,9693,623,4411,313,14417
5539,5539,2020-11-13T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1450,210,1660,24626,26286,1707,11258,837,38381
5540,5540,2020-11-13T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1656,265,1921,48208,50129,2478,22408,1793,74330
5541,5541,2020-11-13T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,359,68,427,9963,10390,604,7016,234,17640
5542,5542,2020-11-13T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,149,15,164,2199,2363,103,2261,234,4858
5543,5543,2020-11-13T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1831,219,2050,55238,57288,3605,34454,2764,94506
5544,5544,2020-11-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,545,59,604,12018,12622,939,5420,671,18713
5545,5545,2020-11-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,144,21,165,3668,3833,265,910,78,4821
5546,5546,2020-11-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,345,26,371,6615,6986,333,2594,169,9749
5547,5547,2020-11-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2080,184,2264,82982,85246,3351,21176,994,107416
5548,5548,2020-11-14T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2243,231,2474,48088,50562,2637,30129,5008,85699
5549,5549,2020-11-14T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,378,45,423,9106,9529,558,8284,516,18329
5550,5550,2020-11-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3076,273,3349,61609,64958,2997,15079,1625,81662
5551,5551,2020-11-14T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1402,108,1510,13824,15334,1091,25133,2088,42555
5552,5552,2020-11-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7621,817,8438,147841,156279,8129,137255,19186,312720
5553,5553,2020-11-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,484,74,558,12861,13419,779,8088,1102,22609
5554,5554,2020-11-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,55,6,61,1869,1930,121,914,66,2910
5555,5555,2020-11-14T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,456,44,500,9559,10059,690,6236,379,16674
5556,5556,2020-11-14T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,355,31,386,2448,2834,206,8950,516,12300
5557,5557,2020-11-14T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,4902,360,5262,63953,69215,4471,47567,5001,121783
5558,5558,2020-11-14T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1289,178,1467,22533,24000,1741,8560,973,33533
5559,5559,2020-11-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,506,59,565,9417,9982,396,4513,318,14813
5560,5560,2020-11-14T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1462,215,1677,26129,27806,1729,11444,860,40110
5561,5561,2020-11-14T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1679,266,1945,49116,51061,2420,23854,1835,76750
5562,5562,2020-11-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,361,68,429,10347,10776,579,7201,242,18219
5563,5563,2020-11-14T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,146,13,159,2140,2299,245,2564,240,5103
5564,5564,2020-11-14T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1869,228,2097,57608,59705,3578,35563,2816,98084
5565,5565,2020-11-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,565,59,624,12410,13034,470,5469,679,19182
5566,5566,2020-11-15T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,155,26,181,3788,3969,158,931,79,4979
5567,5567,2020-11-15T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,342,41,383,6656,7039,344,2880,174,10093
5568,5568,2020-11-15T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2224,194,2418,85839,88257,3771,21901,1029,111187
5569,5569,2020-11-15T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2285,246,2531,50670,53201,2822,30275,5044,88520
5570,5570,2020-11-15T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,401,43,444,9483,9927,608,8482,528,18937
5571,5571,2020-11-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3159,274,3433,63876,67309,2612,15319,1646,84274
5572,5572,2020-11-15T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1393,115,1508,14230,15738,822,25530,2109,43377
5573,5573,2020-11-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7781,837,8618,153923,162541,8060,138872,19367,320780
5574,5574,2020-11-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,483,77,560,13489,14049,707,8156,1111,23316
5575,5575,2020-11-15T17:00:00,ITA,14,Molise,41.55774754,14.65916051,60,7,67,1945,2012,85,916,67,2995
5576,5576,2020-11-15T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,479,43,522,9768,10290,628,6614,398,17302
5577,5577,2020-11-15T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,370,33,403,2559,2962,268,9082,524,12568
5578,5578,2020-11-15T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,4921,372,5293,65936,71229,3682,49190,5046,125465
5579,5579,2020-11-15T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1261,180,1441,23261,24702,905,8751,985,34438
5580,5580,2020-11-15T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,510,60,570,9650,10220,370,4641,322,15183
5581,5581,2020-11-15T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1476,217,1693,27114,28807,1422,11829,896,41532
5582,5582,2020-11-15T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1734,274,2008,50300,52308,2653,25216,1879,79403
5583,5583,2020-11-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,366,71,437,10658,11095,657,7528,253,18876
5584,5584,2020-11-15T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,148,12,160,2135,2295,143,2703,248,5246
5585,5585,2020-11-15T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1934,241,2175,59331,61506,2792,36525,2845,100876
5586,5586,2020-11-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,571,59,630,12869,13499,642,5634,690,19823
5587,5587,2020-11-16T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,140,27,167,3905,4072,127,949,85,5106
5588,5588,2020-11-16T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,358,45,403,6865,7268,297,2942,180,10390
5589,5589,2020-11-16T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2190,192,2382,89132,91514,4079,22686,1066,115266
5590,5590,2020-11-16T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2393,247,2640,52789,55429,2547,30570,5067,91066
5591,5591,2020-11-16T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,407,47,454,9601,10055,456,8792,546,19393
5592,5592,2020-11-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3099,278,3377,65893,69270,2407,15731,1680,86681
5593,5593,2020-11-16T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1381,111,1492,14409,15901,365,25717,2124,43742
5594,5594,2020-11-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7901,855,8756,143583,152339,4128,153103,19466,324908
5595,5595,2020-11-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,499,78,577,13634,14211,282,8268,1119,23598
5596,5596,2020-11-16T17:00:00,ITA,14,Molise,41.55774754,14.65916051,56,7,63,2019,2082,126,968,71,3121
5597,5597,2020-11-16T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,487,43,530,10038,10568,544,6873,405,17846
5598,5598,2020-11-16T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,386,32,418,2420,2838,181,9372,539,12749
5599,5599,2020-11-16T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,5074,378,5452,67488,72940,3476,50884,5117,128941
5600,5600,2020-11-16T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1295,182,1477,24048,25525,1044,8936,1021,35482
5601,5601,2020-11-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,510,63,573,9881,10454,411,4812,328,15594
5602,5602,2020-11-16T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1501,224,1725,28040,29765,1461,12296,932,42993
5603,5603,2020-11-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1777,284,2061,51790,53851,2433,26070,1915,81836
5604,5604,2020-11-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,375,72,447,10792,11239,283,7658,262,19159
5605,5605,2020-11-16T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,151,16,167,2099,2266,99,2826,253,5345
5606,5606,2020-11-16T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1985,252,2237,60461,62698,1966,37277,2867,102842
5607,5607,2020-11-17T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,590,66,656,13352,14008,729,5841,703,20552
5608,5608,2020-11-17T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,150,30,180,4146,4326,269,964,85,5375
5609,5609,2020-11-17T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,353,53,406,7332,7738,680,3145,187,11070
5610,5610,2020-11-17T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2236,201,2437,90289,92726,3019,24474,1085,118285
5611,5611,2020-11-17T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2451,247,2698,54570,57268,2219,30902,5115,93285
5612,5612,2020-11-17T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,454,44,498,9923,10421,536,8952,556,19929
5613,5613,2020-11-17T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3066,308,3374,67881,71255,2538,16225,1739,89219
5614,5614,2020-11-17T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1393,117,1510,15021,16531,685,25752,2144,44427
5615,5615,2020-11-17T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8151,894,9045,147522,156567,8448,157121,19668,333356
5616,5616,2020-11-17T17:00:00,ITA,11,Marche,43.61675973,13.5188753,525,78,603,13908,14511,357,8314,1130,23955
5617,5617,2020-11-17T17:00:00,ITA,14,Molise,41.55774754,14.65916051,60,9,69,2132,2201,147,995,72,3268
5618,5618,2020-11-17T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,482,44,526,10175,10701,258,6989,414,18104
5619,5619,2020-11-17T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,388,35,423,2571,2994,276,9489,542,13025
5620,5620,2020-11-17T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,5150,384,5534,68252,73786,2606,52571,5190,131547
5621,5621,2020-11-17T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1316,181,1497,25110,26607,1234,9052,1057,36716
5622,5622,2020-11-17T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,512,64,576,10208,10784,502,4972,340,16096
5623,5623,2020-11-17T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1505,227,1732,29024,30756,1698,12964,971,44691
5624,5624,2020-11-17T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1792,277,2069,52083,54152,2361,28078,1967,84197
5625,5625,2020-11-17T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,368,70,438,10806,11244,351,7991,275,19510
5626,5626,2020-11-17T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,152,17,169,1994,2163,154,3079,257,5499
5627,5627,2020-11-17T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1980,266,2246,60825,63071,3124,39928,2967,105966
5628,5628,2020-11-18T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,621,65,686,13704,14390,641,6091,712,21193
5629,5629,2020-11-18T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,144,28,172,4332,4504,237,1009,99,5612
5630,5630,2020-11-18T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,388,46,434,8097,8531,936,3278,197,12006
5631,5631,2020-11-18T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2259,200,2459,92680,95139,3657,25643,1160,121942
5632,5632,2020-11-18T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2449,244,2693,56626,59319,2371,31167,5168,95654
5633,5633,2020-11-18T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,470,49,519,10235,10754,796,9404,567,20725
5634,5634,2020-11-18T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3056,318,3374,70117,73491,2866,16775,1819,92085
5635,5635,2020-11-18T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1371,118,1489,15279,16768,775,26271,2163,45202
5636,5636,2020-11-18T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8323,903,9226,142857,152083,7633,169056,19850,340989
5637,5637,2020-11-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,527,79,606,14147,14753,479,8542,1139,24434
5638,5638,2020-11-18T17:00:00,ITA,14,Molise,41.55774754,14.65916051,58,7,65,2002,2067,98,1219,80,3366
5639,5639,2020-11-18T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,481,39,520,10381,10901,581,7359,425,18685
5640,5640,2020-11-18T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,398,38,436,2424,2860,236,9852,549,13261
5641,5641,2020-11-18T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,5208,388,5596,69468,75064,3281,54511,5253,134828
5642,5642,2020-11-18T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1320,198,1518,26096,27614,1368,9385,1085,38084
5643,5643,2020-11-18T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,505,63,568,10477,11045,422,5123,350,16518
5644,5644,2020-11-18T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1528,240,1768,30334,32102,1837,13411,1015,46528
5645,5645,2020-11-18T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1805,282,2087,52023,54110,2508,30573,2022,86705
5646,5646,2020-11-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,368,74,442,10832,11274,501,8451,286,20011
5647,5647,2020-11-18T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,146,17,163,1930,2093,87,3234,259,5586
5648,5648,2020-11-18T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,2079,274,2353,61953,64306,2972,41613,3019,108938
5649,5649,2020-11-19T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,658,74,732,14130,14862,649,6259,721,21842
5650,5650,2020-11-19T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,147,28,175,4587,4762,271,1020,101,5883
5651,5651,2020-11-19T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,395,47,442,8536,8978,506,3332,202,12512
5652,5652,2020-11-19T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2287,194,2481,93705,96186,3334,27898,1192,125276
5653,5653,2020-11-19T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2489,244,2733,58276,61009,2160,31587,5218,97814
5654,5654,2020-11-19T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,485,48,533,11112,11645,1197,9697,580,21922
5655,5655,2020-11-19T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3103,329,3432,72109,75541,2697,17361,1880,94782
5656,5656,2020-11-19T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1319,119,1438,15589,17027,792,26789,2178,45994
